id,label,type,description,unit,source_file
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34239,di13c_ind (I13C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:34241,di14c_ind (I14C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8874,diag (dfsurf_dT - kh),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:13571,diag_map (dgm),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8971,diatC_ind (DiatomsCarbonIndex),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24388,diatC_ind (d_i),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24240,diatC_loc (DL),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24396,diatC_loc (D_L),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24293,diatC_loc (Diaticloc),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24263,diatC_loc (diat),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24142,diatC_loc (diatC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8975,diatChl_a (DiatomsChlorophylla),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24124,"diatCk\_loc = diatC\_loc(k,column)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24171,diatCk_loc (Concentration),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24304,diatCk_loc (DiatCKLOC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8972,diazC_ind (DiazotrophsCarbonIndex),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24389,diazC_ind (a_i),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24397,diazC_loc (A_L),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24241,diazC_loc (DL),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24294,diazC_loc (Diazcloc),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24264,diazC_loc (diaz),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24143,diazC_loc (diazC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8976,diazChl_a (DiazotrophsChlorophylla),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24126,"diazCk\_loc = diazC\_loc(k,column)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24173,diazCk_loc (Concentration),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:24306,diazCk_loc (Diazcclloc),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37719,"diff = \mathcal{F}_\text{down}(i_c,i_l, i_g=1) - \mathcal{F}_\text{up}(i_c,i_l, i_g=1)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37720,"diff = \mathcal{F}_\text{down}(i_c,i_l, i_g=i_g) - \mathcal{F}_\text{up}(i_c,i_l, i_g=i_g)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:28275,diff_k (K_d),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9932,diffus = diffusw0 * agg_tor,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9947,diffus = diffusw0 * agg_tor,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9950,diffus = diffusw0 * agg_tor,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9898,diffusb (D_sbulk),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8598,diffusion_on (diffOn),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9899,diffusw (D_wsolute),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:9896,diffusw0 (D_w0),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:31612,"digit  = MOD( ival,10^pow ) / 10^{pow-1}",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1132,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1144,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1156,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1166,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1176,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1198,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1210,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1222,dim1\_beg\_name  =  dimname\_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1188,dim1\_beg\_name  =  dimname\_begp,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1117,dim1\_beg\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1133,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1145,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1157,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1167,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1177,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1199,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1211,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1223,dim1\_end\_name  =  dimname\_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1189,dim1\_end\_name  =  dimname\_endp,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1121,dim1\_end\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26338,dim1_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26647,dim1_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23827,dim1_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23711,dim1_beg_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23699,dim1_beg_name (D1BN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26476,dim1_beg_name (DBN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26550,dim1_beg_name (DBN1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23795,dim1_beg_name (DBN1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26491,dim1_beg_name (DIM1_BEG_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26523,dim1_beg_name (DIM1_BEG_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26565,dim1_beg_name (Dimension 1 Begin),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26616,dim1_beg_name (First Dimension Beginning Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23727,dim1_beg_name (Short Notation: DB1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23840,dim1_beg_name (d1_b),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23831,dim1_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26339,dim1_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23715,dim1_end_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23700,dim1_end_name (D1EN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26477,dim1_end_name (DEN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26554,dim1_end_name (DEN1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23796,dim1_end_name (DEN1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26617,dim1_end_name (First Dimension Ending Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23841,dim1_end_name (d1_e),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1146,dim2\_beg\_name  =  dimname\_nlevsno\_plus\_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1212,dim2\_beg\_name  =  dimname\_nlevsno\_plus\_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1134,dim2\_beg\_name  =  dimname\_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1178,dim2\_beg\_name  =  dimname\_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1200,dim2\_beg\_name  =  dimname\_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1118,dim2\_beg\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1135,dim2\_end\_name  =  dimname\_nlevgrnd,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1201,dim2\_end\_name  =  dimname\_nlevgrnd,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1179,dim2\_end\_name  =  dimname\_nlevsoi,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1147,dim2\_end\_name  =  dimname\_zero,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1213,dim2\_end\_name  =  dimname\_zero,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1122,dim2\_end\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23828,dim2_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26340,dim2_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26648,dim2_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23712,dim2_beg_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23701,dim2_beg_name (D2BN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23797,dim2_beg_name (DBN2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26478,dim2_beg_name (DBN2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26551,dim2_beg_name (DBN2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26492,dim2_beg_name (DIM2_BEG_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26516,dim2_beg_name (DIM2_BEG_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26566,dim2_beg_name (Dimension 2 Begin),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26618,dim2_beg_name (Second Dimension Beginning Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23728,dim2_beg_name (Short Notation: DB2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23842,dim2_beg_name (d2_b),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23832,dim2_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26341,dim2_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23716,dim2_end_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23702,dim2_end_name (D2EN),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23798,dim2_end_name (DEN2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26479,dim2_end_name (DEN2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26555,dim2_end_name (DEN2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26524,dim2_end_name (DIM2_END_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26619,dim2_end_name (Second Dimension Ending Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23843,dim2_end_name (d2_e),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1119,dim3\_beg\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1123,dim3\_end\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23829,dim3_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26342,dim3_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26649,dim3_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23713,dim3_beg_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23799,dim3_beg_name (DBN3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26480,dim3_beg_name (DBN3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26552,dim3_beg_name (DBN3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26567,dim3_beg_name (Dimension 3 Begin),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23729,dim3_beg_name (Short Notation: DB3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26620,dim3_beg_name (Third Dimension Beginning Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26343,dim3_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23833,dim3_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23717,dim3_end_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23800,dim3_end_name (DEN3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26481,dim3_end_name (DEN3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26556,dim3_end_name (DEN3),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26621,dim3_end_name (Third Dimension Ending Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1120,dim4\_beg\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1124,dim4\_end\_name  = '',Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26344,dim4_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26650,dim4_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23830,dim4_beg_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23714,dim4_beg_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23801,dim4_beg_name (DBN4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26482,dim4_beg_name (DBN4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26553,dim4_beg_name (DBN4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26568,dim4_beg_name (Dimension 4 Begin),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26622,dim4_beg_name (Fourth Dimension Beginning Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23730,dim4_beg_name (Short Notation: DB4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23834,dim4_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26345,dim4_end_name,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23718,dim4_end_name (C),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23802,dim4_end_name (DEN4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26483,dim4_end_name (DEN4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26557,dim4_end_name (DEN4),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26623,dim4_end_name (Fourth Dimension Ending Name),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:29651,dim_kinds (dk),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:14718,dim_lengths(:) = 0,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32920,dim_name (DIM_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25144,dim_name (DIM_NAME),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20993,dimension\_shape\_1d is equal to 2.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20994,dimension\_shape\_2d is equal to 3.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20992,dimension\_shape\_scalar is equal to 1.,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21005,dimension\_sizes(max\_dimensions) = 0,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20981,dimension_names (dimname),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6385,"dimid = nf90_def_dim(fh, 'fred', 10)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30727,dimids (dimension_ids),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26977,"dimids =  (/ y_dimid, x_dimid /)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:39197,"dimids = (/ y_dimid, x_dimid /)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:14696,dimids(:) = 0,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:10022,dimids(MAX_DIMS) (Dimension IDs),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26990,dimids_in(1) = y_dimid,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26991,dimids_in(2) = x_dimid,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26421,dimname_begc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26510,dimname_begc (DIM_NAME_BEGC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26422,dimname_endc,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26515,dimname_endc (DIM_NAME_ENDC),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26424,dimname_nlevgrnd,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26423,dimname_one,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30519,"dims (d, subscript i=1:4)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32948,"dims = (/3,3/)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:26705,dims(1) = L,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30523,"dims(i) = DIM1, for i=1:4",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:11000,dims\_out = h5sget\_simple\_extent\_dims\_f(space2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32917,dims_set (DIM_SET),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19014,dims_{1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32949,"dimsc = (/2,5/)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:32950,"dimsm = (/3,7/)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23026,dimx1_d (L),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19261,dimx1_s (IXM1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23027,dimx2_d (M),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19262,dimx2_s (IXM2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23028,dimy1_d (P),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19263,dimy1_s (IYM1),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23029,dimy2_d (Q),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19264,dimy2_s (IYm2),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:29216,dir_e (d_e),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:5916,direct = recl>0,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1426,disable_diagnostics (DD),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:30450,disable_diagnostics (Disable Diagnostics),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16749,displar            =>  veg_vp%displar,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:16833,displar (displar_ratio),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:37568,displaystyle \Delta t = dtime\_mod,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21218,display{\frac{dC}{dt} = \sum_{i} r_i C_i + \sum_{j} s_j C_j - l_C},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21215,display{dC/dt = -\sum_{i} r_i C_i + \sum_{j} s_j C_j},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21216,display{dN/dt = -\sum_{i} r_i N_i + \sum_{j} s_j N_j},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21217,display{dP/dt = -\sum_{i} r_i P_i + \sum_{j} s_j P_j},Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21561,dist\_model\_layertops(iMISR\_ztop) = dist\_model\_layertops(iMISR\_ztop)+1,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:17180,dist_dn (DistDn),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21525,dist_model_layertops (DIST),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:21546,"dist_model_layertops(j,iMISR_ztop) = dist_model_layertops(j,iMISR_ztop)+1",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:17179,dist_up (DistUp),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:36096,dist_up variable of auxvar is set to data_1d value,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23094,divdampn (divdampn_parameter),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:6571,"dl = pi/real(im,r8)",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25915,dl_x = \alpha,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25916,dl_y = \alpha,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:25917,dl_z = \alpha,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:1598,dlabp_dt (DLABP),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:698,"dlcw (dp_icwmr(i,k))",Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8445,dlon = 360./nx,Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:36182,dmin (d_mn),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:36179,dmonth (d_m),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23092,dmpini (dmpini_variable),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23091,dmprat (dmprat_variable),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:23093,dmptim (dmptim_variable),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8964,dms_ind (DMSIndex),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:8965,dmsp_ind (DMSPIndex),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20937,dmt_ctr (Diameter at Bin Center in [m]),Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20868,dmt_ctr (dmc) Diameter at bin center [m],Equation,,,
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:20840,dmt_ctr (m),Equation,,,
